"","x"
"137",-1.39716599838898
"138",-0.554666653672522
"139",0.394732588946056
"140",0.211888295645841
"141",1.16987807384676
"142",0.102985466307728
"143",-0.387833258524758
"144",-1.89282107367151
"145",-1.44145523955734
"146",1.42755866485165
"147",-0.332773376683214
"148",1.10785727063041
"149",-0.25968631203095
"150",1.12843580499244
"151",-0.998769176635709
"152",0.339643430742247
"153",-0.49874184483613
"154",0.946358902199372
"155",-0.49874184483613
"156",-0.369453971292427
"157",-2.1869713660138
"158",0.102985466307728
"159",-0.899387725527145
"160",0.505713787890763
"161",0.770391898582182
"162",-1.1620780623078
"163",-2.45225804847836
"164",-0.801774066565201
"165",-0.00565640640912245
"166",2.03291957608235
"167",1.3181741740091
"168",0.524331153459467
"169",-0.573387630829806
"170",0.674773522883703
"171",1.06697401749685
"172",0.524331153459467
"173",0.413150480211048
"174",0.376343031373122
"175",-2.07659585277332
"176",0.339643430742247
"177",1.12843580499244
"178",1.10785727063041
"179",0.561682173744947
"180",-0.879731085103931
"181",-0.0418599789764012
"182",-0.443143556145326
"183",0.17554126777169
"184",-0.919115018042987
"185",1.87693938550168
"186",0.751157401936946
"187",-0.186893908546558
"188",-0.705701142777536
"189",-1.05934793978466
"190",-1.76795880029452
"191",0.0848678216400746
"192",-1.50889824110101
"193",-0.0418599789764012
"194",-0.223258534817539
"195",-0.00565640640912245
"196",-0.223258534817539
"197",-1.331680082383
"198",1.00630076808525
"199",-0.387833258524758
"200",-0.424676665149767
"201",0.102985466307728
"202",0.789685166179594
"203",-0.0599655389423991
"204",1.87693938550168
"205",0.655807870675394
"206",-0.387833258524758
"207",1.87693938550168
"208",0.376343031373122
"209",2.11406614827797
"210",-0.406240362986142
"211",-0.667655570474135
"212",-2.27263234003199
"213",-0.879731085103931
"214",-0.332773376683214
"215",-1.10016416419602
"216",0.15738696895401
"217",1.16987807384676
"218",-1.79254133706195
"219",-0.535986348929688
"220",-0.763172166771703
"221",-2.48337308219779
"222",-0.705701142777536
"223",0.211888295645841
"224",0.505713787890763
"225",0.468588055071306
"226",0.0124441487035783
"227",-1.20384059019723
"228",0.102985466307728
"229",0.24829521606136
"230",1.1907464944222
"231",-0.0961905695916882
"232",1.40543069964077
"233",-1.46379852193022
"234",1.16987807384676
"235",-1.26726266938575
"236",1.33980583591611
"237",2.19753889032197
"238",-0.801774066565201
"239",-1.2248750191294
"240",1.16987807384676
"241",-0.0599655389423991
"242",-0.49874184483613
"243",0.0124441487035783
"244",1.1907464944222
"245",-1.331680082383
"246",-1.35338624798726
"247",1.14910863259867
"248",-1.14134512593824
"249",1.3181741740091
"250",0.712857956459394
"251",0.731979979281727
"252",-0.958789189961582
"253",2.0597207970888
"254",-0.314469356840216
"255",-0.480174725728815
"256",-0.00565640640912245
"257",1.65661282440044
"258",0.599198137413571
"259",-0.49874184483613
"260",0.789685166179594
"261",2.43299044788067
"262",-0.938914862600938
"263",-0.1505820349114
"264",1.23278997215927
"265",0.926531354540051
"266",0.693789681309909
"267",-3.0385082768335
"268",2.00635779316234
"269",0.966261664857173
"270",0.674773522883703
"271",-0.0237573586481609
"272",1.29665945789815
"273",0.431598089573901
"274",0.19370794529205
"275",-0.899387725527145
"276",-0.186893908546558
"277",0.24829521606136
"278",0.357980433405423
"279",1.54023496978083
"280",0.561682173744947
"281",0.693789681309909
"282",0.867480730659652
"283",1.06697401749685
"284",-2.92498566190123
"285",-1.0188788613167
"286",0.751157401936946
"287",-0.424676665149767
"288",0.561682173744947
"289",0.986241617391378
"290",0.19370794529205
"291",-1.62421444791725
"292",-0.443143556145326
"293",-1.55457082942359
"294",-0.899387725527145
"295",-0.517345234960154
"296",0.926531354540051
"297",1.12843580499244
"298",-0.369453971292427
"299",0.15738696895401
"300",-0.592150777383642
"301",0.303040799918252
"302",0.303040799918252
"303",1.54023496978083
"304",-0.186893908546558
"305",-1.05934793978466
"306",0.770391898582182
"307",2.79417863169391
"308",-1.71934655954629
"309",-0.573387630829806
"310",-0.314469356840216
"311",0.450076812301166
"312",0.712857956459394
"313",-0.743959270492717
"314",0.230083617806867
"315",0.394732588946056
"316",-0.168732024450406
"317",0.63689113387699
"318",0.413150480211048
"319",0.230083617806867
"320",1.1907464944222
"321",0.731979979281727
"322",1.3181741740091
"323",0.102985466307728
"324",0.339643430742247
"325",-0.84062230860641
"326",0.712857956459394
"327",2.28352488843782
"328",-1.28862103043894
"329",3.43005414710981
"330",1.12843580499244
"331",1.06697401749685
"332",0.731979979281727
"333",0.618021740649704
"334",1.72840637343226
"335",0.809038925326542
"336",0.693789681309909
"337",1.21171630685937
"338",1.44981816074482
"339",1.08737075289569
"340",-0.517345234960154
"341",-0.443143556145326
"342",0.847934923979426
"343",0.230083617806867
"344",-0.114312590325894
"345",-1.0188788613167
"346",0.303040799918252
"347",0.339643430742247
"348",2.0867675569665
"349",-0.114312590325894
"350",-0.724802817766232
"351",0.542986791286659
"352",-0.0780753111271504
"353",2.16944500452948
"354",0.211888295645841
"355",0.413150480211048
"356",-0.629809647177401
"357",-1.0188788613167
"358",-0.610957606298535
"359",-0.592150777383642
"360",-0.517345234960154
"361",0.468588055071306
"362",-0.821166517516361
"363",1.16987807384676
"364",-0.629809647177401
"365",-0.592150777383642
"366",0.0667561414982231
"367",0.751157401936946
"368",0.102985466307728
"369",-0.114312590325894
"370",1.80180859187391
"371",0.139243759085949
"372",-1.60084382046047
"373",-0.314469356840216
"374",1.70430209392711
"375",-1.12070792783634
"376",1.77715524533006
"377",-1.94419895242315
"378",0.266524400481774
"379",-1.55457082942359
"380",0.0848678216400746
"381",-0.6298096471774
"382",0.17554126777169
"383",-0.296187728258879
"384",-0.517345234960154
"385",-1.86744915808506
"386",-0.763172166771703
"387",-0.0961905695916882
"388",-0.406240362986142
"389",0.121110352330405
"390",2.55874040320898
"391",0.561682173744947
"392",0.357980433405423
"393",-0.277927155839835
"394",0.0848678216400746
"395",-1.331680082383
"396",0.102985466307728
"397",-1.26726266938575
"398",0.211888295645841
"399",0.321330668344522
"400",-0.351101130934103
"401",1.82665391698957
"402",1.27525895780816
"403",0.121110352330405
"404",1.42755866485165
"405",0.468588055071306
"406",-0.461642438306611
"407",-0.517345234960154
"408",0.468588055071306
"409",-0.406240362986142
"410",-0.84062230860641
"411",-0.277927155839835
"412",-0.517345234960154
"413",0.24829521606136
"414",0.339643430742247
"415",-0.535986348929688
"416",1.02644115977946
"417",1.56320042898753
"418",0.48713323653581
"419",1.47221230738329
"420",-0.919115018042987
"421",0.542986791286659
"422",-0.821166517516361
"423",-0.332773376683214
"424",-0.424676665149767
"425",-0.369453971292427
"426",-1.2248750191294
"427",-0.277927155839835
"428",0.19370794529205
"429",-0.667655570474135
"430",-0.782443194917391
"431",-1.0188788613167
"432",1.36155723291508
"433",-0.480174725728815
"434",-0.277927155839835
"435",0.211888295645841
"436",0.0667561414982231
"437",0.926531354540051
"438",-1.05934793978466
"439",0.655807870675394
"440",0.751157401936946
"441",0.339643430742247
"442",-1.39716599838898
"443",-1.44145523955734
"444",1.40543069964077
"445",1.10785727063041
"446",1.1907464944222
"447",0.211888295645841
"448",0.431598089573901
"449",2.0597207970888
"450",0.0305455775133898
"451",0.693789681309909
"452",1.54023496978083
"453",-0.958789189961582
"454",-0.25968631203095
"455",0.48713323653581
"456",-0.424676665149767
"457",0.655807870675394
"458",-0.00565640640912245
"459",0.0486491511504948
"460",-1.0188788613167
"461",1.44981816074482
"462",-0.168732024450406
"463",-0.205068979634643
"464",0.770391898582182
"465",-0.205068979634643
"466",-1.0188788613167
"467",0.376343031373122
"468",0.0667561414982231
"469",0.0305455775133898
"470",0.468588055071306
"471",0.0305455775133898
"472",1.40543069964077
"473",0.48713323653581
"474",-0.277927155839835
"475",0.867480730659652
"476",-1.69530818963425
"477",0.751157401936946
"478",0.524331153459467
"479",-0.0961905695916882
"480",-2.24378997686629
"481",-0.241463876334041
"482",0.413150480211048
"483",-0.49874184483613
"484",-0.782443194917391
"485",-0.277927155839835
"486",-0.241463876334041
"487",0.674773522883703
"488",-1.12070792783634
"489",-0.186893908546558
"490",2.0597207970888
"491",-1.84228181159181
"492",-0.25968631203095
"493",0.24829521606136
"494",-1.331680082383
"495",-0.351101130934103
"496",-0.480174725728815
"497",-1.0188788613167
"498",-1.69530818963425
"499",1.77715524533006
"500",-1.24601486440446
"501",0.394732588946056
"502",0.0305455775133898
"503",-0.0237573586481609
"504",-0.705701142777536
"505",-1.37521392314723
"506",-0.223258534817539
"507",-0.314469356840216
"508",-0.114312590325894
"509",0.0305455775133898
"510",-0.517345234960154
"511",1.08737075289569
"512",1.02644115977946
"513",-1.20384059019723
"514",0.48713323653581
"515",0.674773522883703
"516",-1.07971157444028
"517",-0.461642438306611
"518",-1.14134512593824
"519",0.431598089573901
"520",-0.705701142777536
"521",-0.461642438306611
"522",1.25397000146648
"523",-0.332773376683214
"524",0.887094165070826
"525",1.21171630685937
"526",1.68037227560363
"527",-0.0418599789764012
"528",1.08737075289569
"529",1.75268931795078
"530",-1.07971157444028
"531",-0.782443194917391
"532",0.321330668344522
"533",-0.49874184483613
"534",0.19370794529205
"535",-0.958789189961582
"536",2.11406614827797
"537",-0.535986348929688
"538",0.0667561414982231
"539",-0.00565640640912245
"540",-1.26726266938575
"541",1.54023496978083
"542",-0.25968631203095
"543",-0.667655570474135
"544",-2.04964189690489
"545",0.505713787890763
"546",-0.0599655389423991
"547",-0.782443194917391
"548",1.14910863259867
"549",0.542986791286659
"550",-1.331680082383
"551",0.966261664857173
"552",-0.241463876334041
"553",1.00630076808525
"554",-0.223258534817539
"555",0.0848678216400746
"556",-0.782443194917391
"557",1.08737075289569
"558",-1.2248750191294
"559",3.82057046648851
"560",0.450076812301166
"561",-0.0237573586481609
"562",0.0486491511504948
"563",0.15738696895401
"564",0.847934923979426
"565",-4.52534418228685
"566",0.906777079290698
"567",0.139243759085949
"568",2.3127804582749
"569",0.0667561414982231
"570",1.16987807384676
"571",-0.724802817766232
"572",0.0305455775133898
"573",-1.20384059019723
"574",-0.860143226598689
"575",-1.62421444791725
"576",-1.24601486440446
"577",1.04666487106188
"578",-1.24601486440446
"579",0.139243759085949
"580",1.82665391698957
"581",-1.20384059019723
"582",-0.743959270492717
"583",-0.686652601411594
"584",-0.461642438306611
"585",-0.705701142777536
"586",-0.899387725527145
"587",0.946358902199372
"588",-0.763172166771703
"589",0.828454921109026
"590",-1.1620780623078
"591",-0.517345234960154
"592",-0.667655570474135
"593",-0.351101130934103
"594",-0.0599655389423991
"595",0.19370794529205
"596",1.06697401749685
"597",-0.387833258524758
"598",-0.801774066565201
"599",-0.517345234960154
"600",1.12843580499244
"601",2.14162306365544
"602",-0.958789189961582
"603",-0.277927155839835
"604",1.42755866485165
"605",-1.60084382046047
"606",0.63689113387699
"607",-0.00565640640912245
"608",-0.648708446932797
"609",1.36155723291508
"610",-0.241463876334041
"611",-0.223258534817539
"612",0.321330668344522
"613",-0.314469356840216
"614",-0.724802817766232
"615",0.731979979281727
"616",-0.369453971292427
"617",-0.801774066565201
"618",-0.277927155839835
"619",0.413150480211048
"620",0.15738696895401
"621",0.966261664857173
"622",-2.13125852731276
"623",-0.782443194917391
"624",0.121110352330405
"625",-1.81731412789339
"626",-0.879731085103931
"627",1.12843580499244
"628",-1.99645764135173
"629",0.266524400481774
"630",-0.998769176635709
"631",0.674773522883703
"632",-0.743959270492717
"633",0.867480730659652
"634",-0.743959270492717
"635",0.809038925326542
"636",0.468588055071306
"637",-0.186893908546558
"638",0.63689113387699
"639",-1.41924542944127
"640",-0.860143226598689
"641",0.48713323653581
"642",1.36155723291508
"643",1.27525895780816
"644",1.75268931795078
"645",-0.667655570474135
"646",0.102985466307728
"647",0.751157401936946
"648",-1.41924542944127
"649",1.56320042898753
"650",0.580418788154063
"651",-1.12070792783634
"652",0.505713787890763
"653",1.14910863259867
"654",-0.00565640640912245
"655",1.54023496978083
"656",-0.554666653672522
"657",-3.28199383853108
"658",0.431598089573901
"659",1.06697401749685
"660",0.139243759085949
"661",1.92805077891909
"662",-2.71191576000996
"663",0.376343031373122
"664",1.29665945789815
"665",-1.0188788613167
"666",2.97639264773916
"667",0.102985466307728
"668",-0.424676665149767
"669",-0.443143556145326
"670",-0.84062230860641
"671",-0.132442651698892
"672",-0.205068979634643
"673",0.15738696895401
"674",1.36155723291508
"675",-0.223258534817539
"676",1.77715524533006
"677",0.0305455775133898
"678",0.102985466307728
"679",0.809038925326542
"680",0.712857956459394
"681",-0.938914862600938
"682",-0.241463876334041
"683",-0.801774066565201
"684",-1.55457082942359
"685",-0.958789189961582
"686",0.413150480211048
"687",0.394732588946056
"688",-0.938914862600938
"689",-0.443143556145326
"690",-0.801774066565201
"691",-0.0961905695916882
"692",0.524331153459467
"693",1.85169590805254
"694",-2.5466989166935
"695",1.1907464944222
"696",-0.296187728258879
"697",0.0667561414982231
"698",0.674773522883703
"699",-1.9702154608664
"700",-0.168732024450406
"701",0.751157401936946
"702",0.24829521606136
"703",1.1907464944222
"704",1.10785727063041
"705",-0.879731085103931
"706",0.24829521606136
"707",-4.25993601450285
"708",-0.763172166771703
"709",0.505713787890763
"710",-0.168732024450406
"711",0.19370794529205
"712",1.72840637343226
"713",-1.62421444791725
"714",-0.0237573586481609
"715",0.561682173744947
"716",-1.48627844220611
"717",-2.1869713660138
"718",-0.899387725527145
"719",-0.132442651698892
"720",-1.18290908546761
"721",0.17554126777169
"722",-0.801774066565201
"723",-1.71934655954629
"724",1.36155723291508
"725",-1.48627844220611
"726",-0.387833258524758
"727",-0.0418599789764012
"728",0.139243759085949
"729",-1.26726266938575
"730",-0.573387630829806
"731",0.211888295645841
"732",0.139243759085949
"733",-0.763172166771703
"734",-0.296187728258879
"735",-0.461642438306611
"736",-0.277927155839835
"737",-1.79254133706195
"738",0.63689113387699
"739",0.394732588946056
"740",-1.2248750191294
"741",0.284772487405407
"742",1.75268931795078
"743",0.63689113387699
"744",-1.64774613565712
"745",1.44981816074482
"746",1.00630076808525
"747",0.431598089573901
"748",0.580418788154063
"749",-0.314469356840216
"750",0.468588055071306
"751",-1.48627844220611
"752",-1.71934655954629
"753",-0.573387630829806
"754",0.266524400481774
"755",1.10785727063041
"756",1.42755866485165
"757",-1.55457082942359
"758",0.674773522883703
"759",-1.94419895242315
"760",0.230083617806867
"761",-0.332773376683214
"762",1.1907464944222
"763",1.87693938550168
"764",1.27525895780816
"765",0.121110352330405
"766",-1.0188788613167
"767",-1.37521392314723
"768",1.63301975196614
"769",0.906777079290698
"770",-0.0237573586481609
"771",-0.573387630829806
"772",-0.763172166771703
"773",0.0305455775133898
"774",-1.50889824110101
"775",0.887094165070826
"776",-0.763172166771703
"777",1.44981816074482
"778",-0.25968631203095
"779",-1.1620780623078
"780",-0.0237573586481609
"781",0.0305455775133898
"782",0.230083617806867
"783",0.751157401936946
"784",0.0124441487035783
"785",-0.186893908546558
"786",3.61768390368376
"787",-0.00565640640912245
"788",-0.763172166771703
"789",0.357980433405423
"790",1.92805077891909
"791",1.47221230738329
"792",0.906777079290698
"793",1.4947442982521
"794",0.0486491511504948
"795",1.70430209392711
"796",1.38343121591972
"797",-0.1505820349114
"798",-1.24601486440446
"799",-1.50889824110101
"800",-1.62421444791725
"801",0.789685166179594
"802",0.413150480211048
"803",-0.0599655389423991
"804",0.946358902199372
"805",0.394732588946056
"806",-1.31009259877828
"807",-0.424676665149767
"808",0.674773522883703
"809",-0.592150777383642
"810",0.946358902199372
"811",2.43299044788067
"812",-0.296187728258879
"813",-0.0418599789764012
"814",0.394732588946056
"815",-0.517345234960154
"816",0.731979979281727
"817",1.21171630685937
"818",0.966261664857173
"819",0.693789681309909
"820",0.966261664857173
"821",-1.2248750191294
"822",-0.296187728258879
"823",-0.168732024450406
"824",-0.705701142777536
"825",-0.369453971292427
"826",1.3181741740091
"827",-0.480174725728815
"828",-0.535986348929688
"829",-1.26726266938575
"830",0.986241617391378
"831",-1.0188788613167
"832",0.0667561414982231
"833",1.70430209392711
"834",0.986241617391378
"835",0.17554126777169
"836",-1.74356200490576
"837",0.789685166179594
"838",-0.369453971292427
"839",-0.938914862600938
"840",1.65661282440044
"841",0.19370794529205
"842",1.10785727063041
"843",0.0486491511504948
"844",0.24829521606136
"845",-0.296187728258879
"846",-0.296187728258879
"847",3.7682810255511
"848",-0.0599655389423991
"849",1.98002953144048
"850",-0.879731085103931
"851",0.413150480211048
"852",-1.05934793978466
"853",-0.879731085103931
"854",-1.03907108184917
"855",1.70430209392711
"856",-0.186893908546558
"857",-0.743959270492717
"858",0.394732588946056
"859",0.450076812301166
"860",-0.114312590325894
"861",0.712857956459394
"862",0.303040799918252
"863",1.14910863259867
"864",-2.07659585277332
"865",2.55874040320898
"866",1.10785727063041
"867",-2.8882343612713
"868",0.63689113387699
"869",0.789685166179594
"870",-0.0599655389423991
"871",-0.860143226598689
"872",0.0667561414982231
"873",-0.369453971292427
"874",-0.84062230860641
"875",1.04666487106188
"876",0.712857956459394
"877",-1.24601486440446
"878",1.72840637343226
"879",0.24829521606136
"880",2.19753889032197
"881",0.599198137413571
"882",0.211888295645841
"883",1.75268931795078
"884",-1.20384059019723
"885",0.0667561414982231
"886",-0.801774066565201
"887",0.887094165070826
"888",0.789685166179594
"889",-0.205068979634643
"890",0.121110352330405
"891",-1.81731412789339
"892",0.450076812301166
"893",-1.57763050073115
"894",-0.332773376683214
"895",0.339643430742247
"896",-0.351101130934103
"897",0.731979979281727
"898",-0.938914862600938
"899",0.211888295645841
"900",-1.60084382046047
"901",-1.50889824110101
"902",1.10785727063041
"903",1.23278997215927
"904",-1.53166123712551
"905",2.0597207970888
"906",1.27525895780816
"907",0.887094165070826
"908",0.431598089573901
"909",0.847934923979426
"910",0.0486491511504948
"911",0.357980433405423
"912",1.06697401749685
"913",-1.31009259877828
"914",-2.1869713660138
"915",0.394732588946056
"916",0.542986791286659
"917",0.674773522883703
"918",-1.79254133706195
"919",-0.821166517516361
"920",0.321330668344522
"921",-0.114312590325894
"922",-1.28862103043894
"923",-1.44145523955734
"924",-0.592150777383642
"925",-0.763172166771703
"926",-0.241463876334041
"927",1.29665945789815
"928",-0.743959270492717
"929",-0.1505820349114
"930",-0.369453971292427
"931",-1.94419895242315
"932",-0.132442651698892
"933",-0.743959270492717
"934",0.19370794529205
"935",-0.554666653672522
"936",-1.9702154608664
"937",-0.629809647177401
"938",1.70430209392711
"939",0.0848678216400746
"940",-0.0961905695916882
"941",-1.9702154608664
"942",1.70430209392711
"943",-0.0599655389423991
"944",-2.8882343612713
"945",1.14910863259867
"946",-0.782443194917391
"947",0.655807870675394
"948",0.0124441487035783
"949",-0.443143556145326
"950",-0.1505820349114
"951",2.0867675569665
"952",-0.25968631203095
"953",0.542986791286659
"954",-0.686652601411594
"955",3.56943902824593
"956",0.17554126777169
"957",1.63301975196614
"958",-0.205068979634643
"959",2.00635779316234
"960",0.102985466307728
"961",-0.99876917663571
"962",-0.6298096471774
"963",-0.314469356840216
"964",0.0486491511504948
"965",1.29665945789815
"966",0.986241617391378
"967",-1.53166123712551
"968",0.809038925326542
"969",-0.6298096471774
"970",0.413150480211048
"971",-0.387833258524758
"972",-1.03907108184917
"973",-0.424676665149767
"974",1.14910863259867
"975",-0.782443194917391
"976",0.0124441487035783
"977",0.946358902199372
"978",0.321330668344522
"979",-0.49874184483613
"980",-0.00565640640912245
"981",-1.28862103043894
"982",-1.60084382046047
"983",0.24829521606136
"984",-1.41924542944127
"985",1.3181741740091
"986",0.303040799918252
"987",0.468588055071306
"988",-0.0599655389423991
"989",-0.241463876334041
"990",1.27525895780816
"991",0.926531354540051
"992",-1.0188788613167
"993",-1.2248750191294
"994",-0.782443194917391
"995",-0.0961905695916882
"996",-0.860143226598689
"997",-0.132442651698892
"998",0.468588055071306
"999",-1.67144273298918
"1000",0.770391898582182
"1001",0.413150480211048
"1002",-0.314469356840216
"1003",-1.39716599838898
"1004",0.693789681309909
"1005",0.770391898582182
"1006",0.450076812301166
"1007",-0.958789189961582
"1008",0.0486491511504948
"1009",-0.879731085103931
"1010",0.0667561414982231
"1011",-2.5466989166935
"1012",0.731979979281727
"1013",-0.705701142777536
"1014",-2.74623769637584
"1015",0.19370794529205
"1016",-0.424676665149767
"1017",0.303040799918252
"1018",-0.899387725527145
"1019",-1.55457082942359
"1020",0.966261664857173
"1021",-0.25968631203095
"1022",-0.782443194917391
"1023",2.37223055864959
"1024",0.394732588946056
"1025",0.15738696895401
"1026",-0.223258534817539
"1027",0.731979979281727
"1028",-1.24601486440446
"1029",-2.21523883189566
"1030",-0.782443194917391
"1031",-2.07659585277332
"1032",3.43005414710981
"1033",0.655807870675394
"1034",0.751157401936946
"1035",0.693789681309909
"1036",0.357980433405423
"1037",2.55874040320898
"1038",0.17554126777169
"1039",0.847934923979426
"1040",0.0486491511504948
"1041",1.77715524533006
"1042",-2.78101615758339
"1043",0.413150480211048
"1044",0.303040799918252
"1045",-0.763172166771703
"1046",-0.743959270492717
"1047",0.0667561414982231
"1048",-0.49874184483613
"1049",-0.0418599789764012
"1050",0.376343031373122
"1051",-1.79254133706195
"1052",1.25397000146648
"1053",-0.919115018042987
"1054",-0.424676665149767
"1055",0.966261664857173
"1056",1.1907464944222
"1057",0.0124441487035783
"1058",-2.85199952259896
"1059",-1.24601486440446
"1060",0.48713323653581
"1061",0.139243759085949
"1062",-1.26726266938575
"1063",0.887094165070826
"1064",-0.241463876334041
"1065",0.413150480211048
"1066",-0.296187728258879
"1067",-0.879731085103931
"1068",-1.05934793978466
"1069",-1.26726266938575
"1070",0.751157401936946
"1071",-0.1505820349114
"1072",1.04666487106188
"1073",-0.332773376683214
"1074",1.65661282440044
"1075",0.431598089573901
"1076",-0.277927155839835
"1077",-0.763172166771703
"1078",0.15738696895401
"1079",1.65661282440044
"1080",-0.535986348929688
"1081",-0.277927155839835
"1082",-0.610957606298535
"1083",0.102985466307728
"1084",0.394732588946056
"1085",-1.57763050073115
"1086",1.5863172954061
"1087",1.29665945789815
"1088",-1.94419895242315
"1089",-1.14134512593824
"1090",-1.48627844220611
"1091",0.789685166179594
"1092",0.809038925326542
"1093",0.19370794529205
"1094",2.00635779316234
"1095",1.87693938550168
"1096",-0.49874184483613
"1097",-0.782443194917391
"1098",-0.6298096471774
"1099",0.618021740649704
"1100",-0.223258534817539
"1101",0.655807870675394
"1102",-0.314469356840216
"1103",-0.899387725527145
"1104",0.789685166179594
"1105",0.339643430742247
"1106",0.505713787890763
"1107",-1.74356200490576
"1108",-1.2248750191294
"1109",0.906777079290698
"1110",0.15738696895401
"1111",-1.89282107367151
"1112",-0.978739962765429
"1113",1.4947442982521
"1114",1.1907464944222
"1115",-0.369453971292427
"1116",-1.2248750191294
"1117",-0.223258534817539
"1118",-0.0418599789764012
"1119",-0.0599655389423991
"1120",-0.369453971292427
"1121",-1.10016416419602
"1122",0.599198137413571
"1123",-0.860143226598689
"1124",1.5863172954061
"1125",0.926531354540051
"1126",-0.205068979634643
"1127",-0.554666653672522
"1128",-0.573387630829806
"1129",-0.332773376683214
"1130",-0.314469356840216
"1131",1.4947442982521
"1132",1.3181741740091
"1133",0.413150480211048
"1134",-0.0961905695916882
"1135",-1.331680082383
"1136",2.03291957608235
"1137",0.413150480211048
"1138",0.542986791286659
"1139",2.43299044788067
"1140",-0.821166517516361
"1141",0.674773522883703
"1142",0.17554126777169
"1143",0.0667561414982231
"1144",-0.25968631203095
"1145",-0.763172166771703
"1146",0.966261664857173
"1147",0.431598089573901
"1148",1.14910863259867
"1149",-0.6298096471774
"1150",-0.461642438306611
"1151",-0.132442651698892
"1152",1.5863172954061
"1153",-0.610957606298535
"1154",0.0667561414982231
"1155",-1.62421444791725
"1156",0.121110352330405
"1157",-1.79254133706195
"1158",0.0848678216400746
"1159",0.674773522883703
"1160",-3.28199383853108
"1161",-0.743959270492717
"1162",2.55874040320898
"1163",2.0867675569665
"1164",-0.25968631203095
"1165",1.12843580499244
"1166",0.674773522883703
"1167",1.16987807384676
"1168",-1.71934655954629
"1169",-0.610957606298535
"1170",-1.14134512593824
"1171",-1.48627844220611
"1172",0.809038925326542
"1173",-0.0780753111271504
"1174",0.542986791286659
"1175",0.887094165070826
"1176",-0.205068979634643
"1177",2.25457132295332
"1178",0.580418788154063
"1179",0.599198137413571
"1180",-1.31009259877828
"1181",-1.12070792783634
"1182",-0.314469356840216
"1183",-0.6298096471774
"1184",-0.223258534817539
"1185",-0.00565640640912245
"1186",1.77715524533006
"1187",0.693789681309909
"1188",0.230083617806867
"1189",-1.81731412789339
"1190",0.599198137413571
"1191",0.468588055071306
"1192",-1.37521392314723
